Epoch,Train Loss,Test Loss,Train Time (s)
1,0.07459039539843798,0.055901375986635686,537
2,0.06979203349351883,0.05679361232928932,569
3,0.068310700930655,0.05618212054669857,501
4,0.0677221431285143,0.055222468389198184,519
5,0.0673821385294199,0.05618471460044384,525
6,0.0671650041013956,0.055978268783539537,535
7,0.06697814037203789,0.05489750755578279,547
8,0.06656271721422673,0.05639831893704832,547
9,0.06662549184262753,0.056498208306729795,568
10,0.06647921387851238,0.05642280072718859,501
11,0.0664607932895422,0.056498493717983364,523
12,0.06580113840252161,0.05582500622048974,436
13,0.06572470777481794,0.0560563693549484,442
14,0.06563647829890251,0.05493402378633618,446
15,0.06556365761309862,0.05545859637670219,451
