Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6056445989828557,-0.6624472225904465,1192
2,-0.6754702938854694,-0.6961557228267193,1091
3,-0.6947356296539307,-0.7043689797520638,1110
4,-0.705155270165205,-0.7041939502954483,1076
5,-0.7108260046362876,-0.7070186647772789,1063
6,-0.7143823917329312,-0.7131956751942634,1069
7,-0.7187618724942207,-0.7115782355219126,1080
8,-0.7199533763825894,-0.7190548655986786,1071
9,-0.7223253559470176,-0.7190616212189197,1077
10,-0.7238539378166199,-0.7150054744035006,1079
11,-0.7249581995666027,-0.7165725892186164,1040
12,-0.7275648924231529,-0.7239612935781479,887
13,-0.7288816605389118,-0.7134246098399162,891
14,-0.7298248676776886,-0.7240835368037224,924
15,-0.7306090869009495,-0.7169856214523316,900
16,-0.7310945301890374,-0.7230569867491722,892
17,-0.7323221929788589,-0.7212151349335909,930
18,-0.7336522771537304,-0.7174332175403834,907
19,-0.739624600815773,-0.7243217225968838,939
20,-0.7399301540732384,-0.7226063762754202,903
