Epoch,Train Loss,Test Loss,Train Time (s)
1,0.08069559152573347,0.08874805858917534,1747
2,0.07514420841981967,0.08998450670577586,1829
3,0.07330234928379456,0.08821814590133727,1316
4,0.07242849571555852,0.09178961897268892,1216
5,0.07164032864123583,0.0911420080512762,1064
6,0.07119881512522698,0.0917023537773639,850
7,0.07097496171444655,0.09169359861500562,785
8,0.06987952716400225,0.09078144431486726,640
9,0.06957294964591662,0.09343232105858625,361
10,0.06934561492999394,0.09349869369342924,395
11,0.06930877432425817,0.09286321495845914,299
