Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6567782379187643,-0.7030825789272785,3477
2,-0.7096463246941567,-0.7072549422979355,3308
3,-0.7223446906328201,-0.7134640129506588,3301
4,-0.7274746088027955,-0.7143377240598202,3047
5,-0.731229512433211,-0.7206075149476528,2749
6,-0.733283344511191,-0.7251087666898965,2796
7,-0.735064293406407,-0.718727472230792,2538
8,-0.7367694007972876,-0.7277021807432175,2271
9,-0.7382976746916771,-0.725335513189435,2201
10,-0.7390627774020037,-0.7252488966286182,2001
11,-0.7414910808404287,-0.7293781142234802,1703
12,-0.7414039831399918,-0.7310768736600876,1942
13,-0.7424373642106851,-0.7280711140036583,2093
14,-0.7432258904496829,-0.730569628238678,2143
15,-0.7436541520953178,-0.7276353949904442,2034
16,-0.7449210275332133,-0.7237060422301292,2048
17,-0.7490217617094517,-0.7306289506554604,1626
18,-0.7500282331426938,-0.7325645306110382,1491
19,-0.7505963631550471,-0.7293189126551152,1244
20,-0.7511183654308319,-0.7345788075923919,1046
