Epoch,Train Loss,Test Loss,Train Time (s)
1,0.07368843062520027,0.059925311505794526,1634
2,0.06982191670189301,0.05634679745323956,1709
3,0.0689998307287693,0.05646024123579264,1461
4,0.06853116923918327,0.05526806898973882,1415
5,0.06825035132616758,0.057404782300814985,1357
6,0.06807569192896287,0.05670784645527601,1215
7,0.06804274271627267,0.056674570199102166,1113
8,0.06782259525259336,0.05783770922012627,777
9,0.06741627796490987,0.05702681567706168,556
10,0.06744488141189019,0.05761362955532968,388
11,0.06740527391980092,0.05542810822278261,440
12,0.06724229136655728,0.05684011317044497,540
