Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.566657019495964,-0.6458074246197939,646
2,-0.6505552295088768,-0.681486246779561,585
3,-0.6753435957193374,-0.6798593825101853,588
4,-0.6864771317720413,-0.6966950369477272,600
5,-0.6943604122281074,-0.700833176895976,589
6,-0.6998498897433281,-0.6988132177591324,578
7,-0.7035282578229904,-0.6888019794523716,605
8,-0.7083910099029541,-0.6941677481085062,563
9,-0.7095637678265572,-0.7010269778817892,571
10,-0.7129017391204834,-0.6964690718352795,588
11,-0.7137849012374878,-0.7079811887145042,572
12,-0.7172364233493805,-0.7115123839974403,590
13,-0.7172612215876579,-0.7034094947427512,598
14,-0.7183112619876861,-0.712759457051754,566
15,-0.7200495314121247,-0.7111458819210529,569
16,-0.7221480671167374,-0.7134600184857846,583
17,-0.7230483383178711,-0.7071324241757393,575
18,-0.7225927573919296,-0.7116591378450393,590
19,-0.7228888341426849,-0.7178670085966588,586
20,-0.7241630265116692,-0.7181026550382376,573
