Epoch,Train Loss,Test Loss,Train Time (s)
1,0.0857729390436411,0.06727029399387538,3439
2,0.07697464980900287,0.06283719091489912,3075
3,0.07493430539876222,0.065013033721596,3074
4,0.07381280954003334,0.06539914434403181,3105
5,0.07320199793457985,0.062127959068864584,2815
6,0.07287457494974137,0.06455498105101287,2628
7,0.07250191748246551,0.06445790915191174,2631
8,0.07224325658887625,0.0664025330785662,2265
9,0.0719640833196044,0.06155363185890019,1673
10,0.07182308571249246,0.06776337576843798,1349
11,0.07153868865936995,0.06515936641767621,1313
12,0.07144939187556505,0.06534234054945409,1380
13,0.07131393522322178,0.06739762019738554,1337
14,0.07028744673788548,0.06566992894932627,1344
15,0.07007283780038356,0.06738488617166877,1355
16,0.06984109034359455,0.06624384713545442,1335
17,0.06979604813680053,0.06522192553058266,1033
