Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6740879719714323,-0.705765867292881,1005
2,-0.710047646176815,-0.7185012292265892,1110
3,-0.7226738393922647,-0.7141123248934745,570
4,-0.7288680635253588,-0.7142703815102577,518
5,-0.7324966560165087,-0.7215191999226809,526
6,-0.7365570778389772,-0.7256737834513187,522
7,-0.7392175642212232,-0.719182836741209,650
8,-0.7404813744703929,-0.7278559383153915,772
9,-0.7417760213414828,-0.7265927336812019,676
10,-0.743868035030365,-0.7276136754453182,517
11,-0.7447664128065109,-0.7267440807819366,495
12,-0.7459358262658119,-0.7246197804659605,498
13,-0.7506777118961017,-0.7318513163626194,565
14,-0.7520659890611966,-0.7305711265206337,644
15,-0.7529239178617795,-0.7322444229424,838
16,-0.7536740148901939,-0.7313720858097077,554
17,-0.7543497489015262,-0.725003065854311,492
18,-0.7542845946153005,-0.7321633429527282,496
19,-0.7546696981668473,-0.734186404377222,516
20,-0.7552711433291436,-0.7315429561734199,571
