Epoch,Train Loss,Test Loss,Train Time (s)
1,0.15629638892412184,0.20564282236248255,425
2,0.09594450255930424,0.1976789413243532,423
3,0.08295583503693342,0.20101768783479929,378
4,0.07583190670460463,0.20388548687845467,386
5,0.07044579794034361,0.20971965447068214,408
6,0.06674882464110851,0.19221142380684614,405
7,0.06368828469067812,0.18822916980832816,416
8,0.06138249298483133,0.20010709270834923,412
9,0.059382867155969146,0.19339716399461032,407
10,0.05784706715941429,0.20645616012439133,398
11,0.056578242939710616,0.19780659814924,442
12,0.05096487675011158,0.2004078703150153,403
