Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7058175297563275,-0.695336355894804,1976
2,-0.726922433757782,-0.7028495029211045,1578
3,-0.7311898004770279,-0.7086488964855671,1653
4,-0.7332211398681004,-0.7188549660742283,1534
5,-0.7346509306430816,-0.7201245148479939,1574
6,-0.7356973677714665,-0.7173821688294411,1638
7,-0.7362625737349192,-0.7197320784330368,1638
8,-0.7364986825704575,-0.7198638205230236,1585
9,-0.7369989250421524,-0.7171875529587269,1587
10,-0.7404812754233678,-0.727243172109127,1714
11,-0.7403320975224177,-0.7207633470892906,1794
12,-0.7405999031384786,-0.7230023297965527,1554
13,-0.7407773873726526,-0.724663607031107,1365
14,-0.7412785966714224,-0.7222902380824089,888
15,-0.7424274195591609,-0.7302823745012283,794
16,-0.7428984008550644,-0.7270925720632077,859
17,-0.7425022286891937,-0.7254918622076512,897
18,-0.7425637337684632,-0.7234827876389026,838
19,-0.7434478317260742,-0.7291161412894726,769
20,-0.7431482787370681,-0.726825133383274,557
