Epoch,Train Loss,Test Loss,Train Time (s)
1,0.09210138004273176,0.0656597081143409,1245
2,0.07810924929231405,0.06432387163303792,1134
3,0.07553406259417533,0.06733234906196595,1145
4,0.07440066027442614,0.0652016610018909,1145
5,0.07336395660539469,0.06279851295053959,1134
6,0.0727975397353371,0.06402291401661933,1049
7,0.07227010775655508,0.06595005606487393,931
8,0.07193411306391159,0.06380759737640619,961
9,0.07150624829183022,0.06539492354914546,952
10,0.07026557896782955,0.06721350069344044,931
11,0.06988397315641244,0.06660229763947427,905
12,0.06960324711849292,0.06813308694399893,752
13,0.0694949293901523,0.06441219482757152,804
