Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.5970092928785831,-0.5897633262425661,1403
2,-0.660563037165006,-0.6048695701807737,1024
3,-0.6810547080278396,-0.6326470804773271,1015
4,-0.6916155347983043,-0.6410854094028473,1121
5,-0.6975280175447464,-0.6588602654784917,1117
6,-0.7023117834409078,-0.6388024242222309,1030
7,-0.7057032894293467,-0.6625790256559849,1051
8,-0.7080852753003438,-0.6569043795317412,1272
9,-0.7104824716250102,-0.6664544568061829,1099
10,-0.7125762687126795,-0.6681967995688319,1046
11,-0.7140958974520365,-0.6684619668722153,1112
12,-0.7152339383284251,-0.6672725380510092,1193
13,-0.7170817927122116,-0.6617328257113695,1038
14,-0.7181040092945099,-0.6698890738338232,1041
15,-0.7187366130590439,-0.6752452637702226,1227
16,-0.7203252247730891,-0.6673844818025827,1070
17,-0.7207189412593842,-0.6717499317228794,1007
18,-0.7210466308196386,-0.6707678005993366,1088
19,-0.7219148121118546,-0.6696804721802473,1091
20,-0.7267662027756373,-0.6778874782919884,813
