Epoch,Train Loss,Test Loss,Train Time (s)
1,0.07362544457539916,0.05642144153267145,1115
2,0.07003364352434874,0.06040778956748545,1072
3,0.06902412777841091,0.05630007858201862,1004
4,0.0686005378164351,0.05741236368007958,1034
5,0.06825830605849624,0.056584990611299874,1106
6,0.06814842243492604,0.0580961837656796,942
7,0.06790285574346781,0.0575902625862509,851
8,0.06732009495794773,0.05663869667053223,788
9,0.06723477106913925,0.05555225118435919,729
10,0.06729825843349099,0.05635949606262147,689
11,0.06717955484837293,0.057191824201494455,676
12,0.06706570147126913,0.05746676654927432,676
13,0.0670595375701785,0.05643276193551719,686
14,0.06680510665103793,0.0559774596337229,748
15,0.06686942595988513,0.05682728581316769,680
16,0.06669003591686487,0.0571202204413712,505
17,0.06683497979417444,0.05672705393284559,491
