Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.5783982949790856,-0.5709064483102411,1617
2,-0.6632632388075193,-0.5969050495997071,1499
3,-0.6815110560894012,-0.6265801271796226,1480
4,-0.6900225278059642,-0.6113341695177369,1424
5,-0.6951129338423411,-0.6360742131024599,1484
6,-0.6990810669342676,-0.6334231241121888,1455
7,-0.7018699954668681,-0.6347411498054862,1442
8,-0.7049100138107935,-0.6458774099573493,1466
9,-0.7071276125351588,-0.6431827161759138,1486
10,-0.7086785653750102,-0.634166334465146,1551
11,-0.7102870444377264,-0.6507608207017184,1556
12,-0.7118127269426981,-0.6509253404438495,1535
13,-0.7133408084392547,-0.646603443108499,1548
14,-0.7144277050892512,-0.6574832969531417,1599
15,-0.7152150285879771,-0.6468810411244631,1052
16,-0.7163045367479325,-0.659668921098113,1226
17,-0.7171913145462672,-0.6589969773404301,1628
18,-0.7182448225339254,-0.6655878133624792,1401
19,-0.7192401146968206,-0.6575148837864399,1249
20,-0.7195311271031698,-0.6642892726808787,1371
