Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7391957434693972,-0.7269628187865019,1998
2,-0.752426362490654,-0.7261322939246893,1746
3,-0.7559289255221685,-0.7476346673667431,1878
4,-0.7567335979064306,-0.7356683017015457,1737
5,-0.758548044459025,-0.7436311312615872,1781
6,-0.7588323801279068,-0.7419349795281887,1778
7,-0.7594582841396332,-0.7309689827263355,1811
8,-0.7620150981823604,-0.7423056530952453,1803
9,-0.7619226904233297,-0.7436945613920689,1598
10,-0.762271174399058,-0.7412517491579056,1565
11,-0.762606022508939,-0.7445887595713139,1532
