Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6793627426981926,-0.6933160079419612,1097
2,-0.7144082766453425,-0.701165226072073,1067
3,-0.7262380234559377,-0.703540000513196,937
4,-0.7312404810667038,-0.7112679120004177,929
5,-0.7361397865931193,-0.7147942560613155,1069
6,-0.7390390228271484,-0.7058310711532831,933
7,-0.7408007152239482,-0.7160220746248961,916
8,-0.7428274024566015,-0.7165915074497461,914
9,-0.7444883731762568,-0.714973066329956,1054
10,-0.7457622724453609,-0.7204206544980407,971
11,-0.7464656276067098,-0.7304110510200262,917
12,-0.747676836458842,-0.728480335086584,916
13,-0.7483416517972946,-0.7267830049097538,1025
14,-0.749964563647906,-0.7195374352633953,997
15,-0.7507434766689937,-0.7252194076180458,911
16,-0.7543038541078567,-0.7241692623794079,941
17,-0.7555033902565638,-0.7330011234432459,989
18,-0.7554858334382375,-0.7286410158574581,936
19,-0.7563740015188853,-0.729357673406601,927
20,-0.756980650027593,-0.7312479157596826,920
