Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6691615470389525,-0.32423795039417747,1540
2,-0.7196519854784011,-0.3066121545745118,1059
3,-0.7303668651262919,-0.3270665108713729,1096
4,-0.7352910609881084,-0.3245995688419789,1339
5,-0.7386714170138041,-0.322784026303445,792
6,-0.7404437173922856,-0.31038624796271325,778
7,-0.741851667324702,-0.3217650464116596,799
8,-0.7479005463282268,-0.3137259146361757,906
9,-0.7491969806909561,-0.30133847683749265,694
10,-0.7494500007311503,-0.3264612162162921,529
11,-0.7504858066320419,-0.31620542868215123,505
