Epoch,Train Loss,Test Loss,Train Time (s)
1,0.044397218260665734,0.040543974235653875,2433
2,0.03352244753142198,0.04060101614519954,2341
3,0.031660457718123994,0.0410257291989401,2242
4,0.030815100487818322,0.04060535482317209,2160
5,0.03050139835278193,0.04368770290631801,1886
6,0.028369828032205502,0.038515525765717026,1535
7,0.02779229550262292,0.03941702219936997,1404
8,0.02745438128101329,0.036907239075750116,789
9,0.027203611536324026,0.036211648947559294,755
10,0.027024323402841884,0.03902601964399219,538
11,0.026870861309890946,0.03644106696266681,601
12,0.02674201248275737,0.03742778962384909,519
13,0.026660725070287782,0.03691929486487061,556
14,0.025619704556837677,0.035171842859126626,445
15,0.025313834088047344,0.03510900956112892,474
16,0.02514521537323793,0.03663859218731522,449
17,0.025014813363924623,0.03528309886716306,510
18,0.024868326952432594,0.03471211061999202,530
19,0.02476696568392217,0.036506188458763064,552
20,0.024675103054568173,0.03483865754213184,592
