Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.5974500023043404,-0.4832956300396472,2746
2,-0.6773168852806092,-0.5278424978405237,2379
3,-0.6933490203281244,-0.5300863140523434,2372
4,-0.7006024958213171,-0.534091683447361,2244
5,-0.7052041735947132,-0.5680698010995984,2224
6,-0.709025575598081,-0.5659853295460343,2344
7,-0.7113354842722416,-0.5571649265736341,2241
8,-0.7135977108220259,-0.5754920380711556,2231
9,-0.7161529347538949,-0.5737809935808181,2207
10,-0.7171904736240705,-0.6021504629254341,2233
11,-0.7191358462095261,-0.6071973832249642,2212
12,-0.7207148103495439,-0.6035390693703666,2230
13,-0.7210730972687404,-0.5706472476795316,2003
14,-0.7218349040369193,-0.6125629002526403,1463
15,-0.7229731591622035,-0.6195563491284847,1178
16,-0.7239122291127841,-0.6137954189479351,1283
17,-0.7240573497990768,-0.6021149425059557,1218
18,-0.7250346972843011,-0.6191398892402649,1195
19,-0.7251813471595446,-0.6007478630095721,1268
20,-0.730643864885966,-0.5975006498470903,1218
