Epoch,Train Loss,Test Loss,Train Time (s)
1,0.08744515146811803,0.06600660209357738,3303
2,0.07584776864747206,0.06293398443050682,3224
3,0.07400777599910895,0.067286722721532,3041
4,0.07306852194791039,0.06894198641646654,2639
5,0.07249420429008703,0.06671085946261883,2400
6,0.0722427041610082,0.06507832241617142,2083
7,0.0707955131334563,0.06555395777709783,1740
8,0.07035468273187677,0.0668237081170082,1604
9,0.07015544437617063,0.06862463567592203,1571
10,0.06994395177513361,0.06578505329973995,1551
