Epoch,Train Loss,Test Loss,Train Time (s)
1,0.09424366636288663,0.15441395715251566,2491
2,0.06311973315825065,0.16494139947742223,2108
3,0.054580407189701995,0.15505403050035238,2077
4,0.049726524218420186,0.16030486118793488,1761
5,0.04650374418882032,0.14079610496386885,1265
6,0.044197434088339406,0.1484181888923049,1231
7,0.042482543928176165,0.14571102552115917,1208
8,0.0411364794186006,0.16069663417339325,924
9,0.04010441248845309,0.14495354778319597,856
10,0.03617821273716788,0.14483871741220355,887
