Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6832255997677644,-0.3414620189909037,669
2,-0.7169377832432587,-0.3427013587310212,868
3,-0.7266758212884267,-0.33232352377369534,803
4,-0.7321931601047516,-0.3347887496792828,503
5,-0.7351672143638134,-0.32649897432822034,514
6,-0.7375653510570526,-0.31854076272816745,504
7,-0.7439042944749197,-0.3256237327127019,505
8,-0.7453983550310135,-0.32710983248846603,829
9,-0.7467228193362554,-0.3237390890287643,738
10,-0.747177302189668,-0.3169251024546393,526
