Epoch,Train Loss,Test Loss,Train Time (s)
1,0.13484092836578687,0.15417408348992467,774
2,0.0795133866618077,0.151445626642555,724
3,0.06926052019298076,0.14478749142959713,715
4,0.06328971817692121,0.1477169012725353,694
5,0.0593150607864062,0.1341568492911756,625
6,0.056310004423062006,0.1453659929074347,624
7,0.054229316194852197,0.14308772020041943,660
8,0.05247026384671529,0.14031894413381815,528
9,0.050994462571044764,0.1320674705915153,472
10,0.05016785547584295,0.14207543405145406,475
11,0.049372947651147844,0.14978630769625306,477
12,0.048833081197738645,0.13917515973746777,488
13,0.048351949099699656,0.14315525481849908,508
14,0.04433999254306158,0.14536643525585533,521
