Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6099174336818357,-0.5904029666259885,1193
2,-0.6642289940754572,-0.6156749088317156,1012
3,-0.6838249957323075,-0.6167891743332148,1002
4,-0.6931984729369481,-0.6163914372250437,1004
5,-0.6990398685614267,-0.6415677267163992,1141
6,-0.7030880533059438,-0.6482074339091778,991
7,-0.706076740694046,-0.6464344025924802,988
8,-0.7092253474315008,-0.6458056245595217,1015
9,-0.7111917315880457,-0.641430777668953,1058
10,-0.7128532709757487,-0.6549186777621507,974
11,-0.7142325811783473,-0.6446498682647943,986
12,-0.7154144685268402,-0.6497547291442752,1026
13,-0.7168095454374949,-0.6496424792408944,1097
14,-0.717614004166921,-0.6536494409292937,1063
15,-0.7244299542188645,-0.6545417302399874,1038
16,-0.7255380339384079,-0.6509774710163474,1158
17,-0.726066137989362,-0.6572148000150919,1104
18,-0.7266610706885656,-0.6575160039812327,1051
19,-0.7272044605096182,-0.6567566739171743,1126
20,-0.7274103027741115,-0.6613340245783329,1067
