Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6001873316069444,-0.46765878996253013,2860
2,-0.6757649011651675,-0.5334328672140837,2523
3,-0.6924428440173467,-0.5406292252838611,2449
4,-0.7002370841244856,-0.5556459553949535,2343
5,-0.7051425287683805,-0.5663466468900442,2345
6,-0.7084876535216967,-0.5438722760304808,2434
7,-0.7110190585811933,-0.5727810743227602,2362
8,-0.7130130690018336,-0.5886662189178169,2324
9,-0.7143396710495155,-0.5590218595191836,2321
10,-0.7161604535023371,-0.5905976785570383,2340
11,-0.7170154546221097,-0.5868725653067232,2315
12,-0.718420182577769,-0.589427392706275,2324
13,-0.7190881444811821,-0.5739998839944601,1719
14,-0.7199994981487592,-0.5835850092843174,1265
15,-0.7261372496962547,-0.611056500390172,1262
16,-0.7276016697525978,-0.618855618249625,1299
17,-0.7277047781725725,-0.6003427770584822,1262
18,-0.7281954270482063,-0.6055815234929324,1239
19,-0.7291267665664355,-0.623068514674902,1314
20,-0.7295886885166168,-0.59186958181113,1020
