Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6740948039531708,-0.7091071934700012,1635
2,-0.7073656622052192,-0.7054426089078188,1371
3,-0.7202877867559592,-0.7188087328523397,1364
4,-0.7266876638134321,-0.7129100935310125,1473
5,-0.7314039390246073,-0.7248873360604048,1341
6,-0.7341886403838793,-0.7230406652092933,1364
7,-0.7363382685263952,-0.7216179275661707,1533
8,-0.7394955746253331,-0.7232017990648747,1333
9,-0.7406091026365756,-0.7208205514252186,1388
10,-0.7466820730229219,-0.7239675560593605,1422
11,-0.7487735473831495,-0.7303170735239982,1334
12,-0.7495979455808799,-0.7264041960537434,1391
13,-0.749891487677892,-0.7251002188175917,1407
14,-0.7504573437929154,-0.725314585223794,1330
15,-0.7528135641912619,-0.7328272220641374,1509
16,-0.7529041621526082,-0.7300962873995304,1512
17,-0.7532471625963847,-0.7272016156464816,1505
18,-0.7532052408198515,-0.7307604760229588,1577
19,-0.7542773545543353,-0.7267760108113289,1452
20,-0.7558590539455414,-0.72974381762743,1482
