Epoch,Train Loss,Test Loss,Train Time (s)
1,0.08483613746414582,0.09078987456858158,1628
2,0.07574525448083877,0.08974521382339298,1587
3,0.0739319440404574,0.08898940156213939,1253
4,0.072942550864319,0.09162679051049054,1201
5,0.0723554746563236,0.09004461514018476,928
6,0.07184675896267097,0.09323272451944649,848
7,0.07144673807968696,0.08954975046403706,788
8,0.07041959019899369,0.09355361901409924,757
9,0.07010180155187845,0.09366203232109546,695
10,0.06995117788265148,0.09152355894818902,497
11,0.06973247701774041,0.0942997624911368,432
