Epoch,Train Loss,Test Loss,Train Time (s)
1,0.10783092620037496,0.1660704071857035,1787
2,0.0728463492359966,0.16736632918193936,1342
3,0.06260644288118929,0.1678379572033882,1338
4,0.056799317733943464,0.16050904167816044,1335
5,0.05275221291780472,0.1560141355060041,1326
6,0.049714719338528814,0.14934628861770033,1110
7,0.047470247123762965,0.15979501159116627,845
8,0.04561462349984795,0.17313099137693644,768
9,0.04412736333105713,0.15853850246965887,788
10,0.04286294431369752,0.15879239104688167,801
11,0.03864619642589241,0.15856846334040164,791
