Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6256064233998457,-0.459481145106256,1841
2,-0.6776105778535207,-0.5120769498348237,1504
3,-0.69300841426452,-0.5246594591140747,1521
4,-0.7019989497065544,-0.5531238472759724,1540
5,-0.7069113363881906,-0.5480772988423706,1427
6,-0.7113200399200121,-0.5654540550485253,1445
7,-0.7142274866004785,-0.5525257866978646,1429
8,-0.7161070511778196,-0.5579143470153213,1375
9,-0.7185186130523682,-0.5824329735934735,1550
10,-0.7200606648643811,-0.5779599569141864,1427
11,-0.7210933975577355,-0.5889651215970516,1430
12,-0.7218773244023323,-0.5726087119877339,1443
13,-0.7232284145673116,-0.5755046467930078,1399
14,-0.7240247176309427,-0.5896604077890515,1371
15,-0.7248953234215577,-0.5927186241894961,1428
16,-0.7256516849040985,-0.586448676392436,1373
17,-0.7264051168898742,-0.5790548395514489,1403
18,-0.7271996259907881,-0.5560760406851768,1411
19,-0.7275636231223742,-0.5899650029316544,1364
20,-0.731925040725867,-0.5885126371532678,1411
