Epoch,Train Loss,Test Loss,Train Time (s)
1,0.1645289696931839,0.07850332535803319,443
2,0.07829501035511494,0.06412108799815178,376
3,0.0749137589365244,0.06285221051238478,384
4,0.0736138284265995,0.06381240441091358,387
5,0.07253786641657352,0.06299538911134005,396
6,0.07170815175175667,0.0641325911115855,395
7,0.07132700925767421,0.0626899910904467,422
8,0.07085910426080227,0.0648064338946715,393
9,0.07062365784347058,0.061134529737755655,417
10,0.07006702751517296,0.07019306929595769,415
11,0.06973799597322941,0.06456849597580731,430
12,0.06952206098735332,0.06646280861459672,399
13,0.0694714586019516,0.06786082011088729,399
14,0.06828302657008171,0.06893227592855691,373
15,0.06775300052762032,0.06622300810925663,402
16,0.06732518609166145,0.06257333980314433,398
17,0.06728451483547687,0.06499949871748686,403
