Epoch,Train Loss,Test Loss,Train Time (s)
1,0.08776469022095204,0.0905136632900685,1371
2,0.07644120963871479,0.09419021387957037,1272
3,0.07439689675271512,0.0898444813452661,1035
4,0.07343883027553558,0.09243071065284311,1071
5,0.07272219432771206,0.09169069042801857,963
6,0.07215338042378426,0.09025060731545091,714
7,0.07166557822167874,0.09304104250855744,656
8,0.07064410519242287,0.09459608426503838,669
9,0.07027153900444508,0.09314452471584081,744
10,0.07006862694978715,0.09356124185957014,599
11,0.06992656814455986,0.09375491736456752,555
