Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7344948141813278,-0.7274110818952322,1251
2,-0.7512463817914327,-0.7246306185275316,1172
3,-0.7556106023947398,-0.7300861044749618,1042
4,-0.7566073775132497,-0.7382634848058224,1036
5,-0.7588098079760869,-0.7314613135308027,1323
6,-0.7588146800041199,-0.740263272061944,1035
7,-0.7597907263755799,-0.7406559287309646,1011
8,-0.7606696126381556,-0.7348898244798183,1170
9,-0.7606849198023479,-0.7367206906080246,1110
10,-0.7611776913563411,-0.7440948820412159,1038
11,-0.7622635726610819,-0.7447612975537777,1105
12,-0.7620315927743911,-0.749783094972372,1155
13,-0.7621365566571554,-0.7464469086229801,1053
14,-0.7626284124692281,-0.7416960131525994,980
15,-0.7621579707622528,-0.7318316446691752,1012
16,-0.7627942510684331,-0.7394264448285103,999
17,-0.7645551933050155,-0.7442488761246204,929
18,-0.7651342588742575,-0.7435108297914267,950
19,-0.763956186858813,-0.7482849991470575,907
20,-0.7644408912976582,-0.7457593634128571,908
