Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7043112049619357,-0.7022936235368252,1450
2,-0.725100219241778,-0.7060307192206383,1066
3,-0.7310565214236577,-0.7130294466018676,1013
4,-0.7334902288118998,-0.7175278208255768,1007
5,-0.7352959990819296,-0.712819522857666,1177
6,-0.7356692040920257,-0.7225470692813396,984
7,-0.7371238047917684,-0.718565966874361,984
8,-0.7377949932893118,-0.7208666447401046,1155
9,-0.7376666485468547,-0.7206976968348027,1101
10,-0.7388768036683401,-0.7229180482029914,1017
11,-0.7389760304689408,-0.722516183257103,1050
12,-0.7392059930642446,-0.7215187815129757,1072
13,-0.739657876531283,-0.7226223496198654,1030
14,-0.7394970716238022,-0.7198084971904755,1021
15,-0.7417839113394419,-0.7293685343563556,1107
16,-0.7419450598080953,-0.7287655166983604,1318
17,-0.7424603126049042,-0.7282932415008545,1056
18,-0.7422915877501169,-0.7264392035603523,1006
19,-0.7423616493701934,-0.7261842324733734,1076
20,-0.743330118894577,-0.7314055539965629,831
