Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.5967653811792533,-0.5907123531401157,1375
2,-0.6587205848137537,-0.6124849085360765,983
3,-0.6785356023867924,-0.6407756647914649,971
4,-0.6890724332650503,-0.6391751741319894,1020
5,-0.6957064507246018,-0.6515191492289305,1104
6,-0.7003710045735041,-0.6464124688357115,1036
7,-0.7043132133404414,-0.6611347782015801,951
8,-0.7069293375015259,-0.6543999633714557,1127
9,-0.7094534682671229,-0.6646044353470206,1201
10,-0.7111935601154963,-0.6655655060857535,1014
11,-0.7131847188234329,-0.6664390460625291,1028
12,-0.714590932838122,-0.6674549327343702,1101
13,-0.7161977383057276,-0.6690056791603565,1022
14,-0.7177482118527094,-0.6674332142919301,994
15,-0.7183043217500051,-0.6620581586062908,995
16,-0.7191248100121816,-0.6728614395260811,1218
17,-0.7204816121498744,-0.6787939203083515,959
18,-0.7211339969396591,-0.674021753847599,957
19,-0.7224173359314601,-0.6695153292268514,1048
20,-0.722863235171636,-0.6719569126814604,1042
