Epoch,Train Loss,Test Loss,Train Time (s)
1,0.16031671876758338,0.21188416353613138,2730
2,0.12915314329490066,0.2087732316814363,2465
3,0.1216956518728286,0.2162481723204255,2476
4,0.11889725533649326,0.20884623055160045,2168
5,0.11701423939652741,0.20741535288468002,2118
6,0.11571205843053758,0.18802022544294597,2089
7,0.11471955785490573,0.1896293271407485,2052
8,0.11400053367130458,0.17499703608080744,2116
9,0.11325913026444615,0.1863776693418622,2077
10,0.11290686278305948,0.19326184149831532,2159
11,0.11263013502322138,0.19008651626855136,1820
12,0.11232633860483765,0.19157487265765666,1779
13,0.10956999984495341,0.18923618476092816,1728
14,0.10846427373848855,0.1799333944953978,1740
15,0.10795409893132746,0.20105483336001634,1735
16,0.10757001428678632,0.1916875623203814,1417
