Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7036897864143054,-0.7046320708096028,1926
2,-0.726421511777242,-0.7140324036180973,1499
3,-0.7311814710934957,-0.7151869144141674,1561
4,-0.732695671637853,-0.7216533907353878,1461
5,-0.7340833666404089,-0.7171643767356872,1458
6,-0.7351267326990764,-0.7202724045217037,1621
7,-0.7352995536645254,-0.7248868534564972,1537
8,-0.7366892171303431,-0.7212764547765255,1562
9,-0.7370726629018783,-0.7218623726069927,1494
10,-0.7371263050397238,-0.7226853604316712,1585
11,-0.7381840288162231,-0.7240085825920105,1724
12,-0.7405277923425039,-0.7220756523758173,1573
13,-0.7411534198363622,-0.7273559364378452,1491
14,-0.7413293385346731,-0.7287305813729763,1117
15,-0.7416924271901448,-0.7298351857364178,799
16,-0.7417085630734761,-0.7298912596106529,775
17,-0.7418081971565882,-0.72598909650743,903
18,-0.7416640749454498,-0.7260414664447308,892
19,-0.7421234658002853,-0.7280256051123142,770
20,-0.741875698073705,-0.7262126773893833,743
