Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7025482708384594,-0.6952095166444778,1414
2,-0.7250643744707107,-0.7116791598796844,1034
3,-0.7313834346612295,-0.716381066441536,965
4,-0.7334905966361364,-0.71457041528821,947
5,-0.7355163307746252,-0.7178513337373733,1184
6,-0.73631700963974,-0.7212433850467205,952
7,-0.7373594926754634,-0.7213914059996605,941
8,-0.7381490404129029,-0.7229648171067238,1006
9,-0.7374699068784714,-0.7241069469153881,1083
10,-0.7388849901358286,-0.7206765150725841,963
11,-0.7395832748413086,-0.7238278577029705,980
12,-0.7395231891473134,-0.7259895288050174,1041
13,-0.7400934460639954,-0.7246547907590866,1041
14,-0.7410204429149627,-0.7276718099713325,971
15,-0.7408774738550186,-0.7241851361393928,989
16,-0.7410037439664204,-0.7272238887548447,1137
17,-0.7403688624302546,-0.7271393755078316,1127
18,-0.7411815597852072,-0.7212903130054474,977
19,-0.7424966813723246,-0.7256992125511169,959
20,-0.7427569728851319,-0.7273391878306865,1054
