Epoch,Train Loss,Test Loss,Train Time (s)
1,0.08189253226245444,0.06751685802452266,2803
2,0.07626124129022162,0.06930139670521021,2642
3,0.07428533748090267,0.06993840416893363,2548
4,0.07333810594454408,0.06394951959513127,2003
5,0.07251856285979351,0.06356677922792733,1702
6,0.07193892836372058,0.06399831791222095,1747
7,0.07157897928232948,0.06593237092345954,1567
8,0.07130969562456012,0.06742329129390419,1201
9,0.07098865863904356,0.06899325651675463,1195
10,0.06999161332622171,0.06792791518196463,826
11,0.06958118319859108,0.06752062842808663,792
12,0.06937894844760498,0.06742994688637555,773
13,0.06929159102638563,0.06549718297086655,887
