Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6762660771206642,-0.7069336919337511,1717
2,-0.7107780516306559,-0.7095510606020689,1459
3,-0.7233935495853424,-0.7117536626905203,1479
4,-0.7290471985677878,-0.7197212695330382,1544
5,-0.7333225778977076,-0.7236094646602869,1430
6,-0.7367197483420372,-0.7189954423755407,1569
7,-0.7394115463296572,-0.7265112012326718,1523
8,-0.7410112866183122,-0.7272411031126976,1433
9,-0.7422914055585861,-0.7280396486371755,1560
10,-0.7437202347417673,-0.7262397288680077,1448
11,-0.7451128873368105,-0.7257176355421543,1478
12,-0.7462534764190515,-0.7305492978692055,1525
13,-0.7474327195247015,-0.728976475328207,1446
14,-0.747499193251133,-0.7251174729168415,1613
15,-0.7485159192760785,-0.7301079483032227,1611
16,-0.7492624809980393,-0.7295851081013679,1637
17,-0.7530533831636111,-0.7280384679734707,1661
18,-0.75456441163222,-0.7290927005559206,1572
19,-0.755193425599734,-0.7308115782737732,1609
20,-0.7554033234755199,-0.7336435665488243,1454
