Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.7349688115775586,-0.7284784609526396,1359
2,-0.7497209203004837,-0.7307320086658001,1191
3,-0.7550608230590821,-0.7305030858367682,1100
4,-0.7562965787490209,-0.7424457942247391,1211
5,-0.7577657632748286,-0.7380447728037834,1224
6,-0.7583465439955394,-0.7305854958593845,1089
7,-0.7599867065032323,-0.7420615599006415,1107
8,-0.7601177294731141,-0.7421744746863842,1253
9,-0.7629623877286911,-0.7506283348500729,1125
10,-0.7626378901640574,-0.7434090010225772,1125
11,-0.7627830224752427,-0.7403942959755659,1288
12,-0.7628433662573496,-0.7389264056235552,1151
13,-0.7636225132862727,-0.7335517310500145,1070
14,-0.7645430128733317,-0.7469343499094248,1046
15,-0.7647555586417516,-0.7474506752192974,1108
16,-0.7649082240660985,-0.7420738631486893,978
17,-0.7644832389036814,-0.7449083764627575,1011
