Epoch,Train Loss,Test Loss,Train Time (s)
1,0.048598541454722484,0.045546714632771906,1611
2,0.036487840464959544,0.0448109449185431,1475
3,0.03351224012772242,0.04296368783526123,1039
4,0.03203934394096335,0.04342067694477737,1057
5,0.03103517456178864,0.04151902119535953,1146
6,0.03041816885024309,0.041625373337417844,1077
7,0.029999867712085446,0.039197044202126566,995
8,0.02965954382630686,0.041967447706498205,1038
9,0.029422690451641878,0.04105092051811516,831
10,0.029297991890087725,0.037340299095027146,812
11,0.029202977764606477,0.04045327077712864,836
12,0.029099171972771485,0.040410798378288745,742
13,0.029030609000101685,0.03901543388701975,484
14,0.029040938737740118,0.04020315794460475,262
15,0.027491699484363197,0.03677894256450236,274
16,0.027040994346141815,0.03866758726909757,319
17,0.02681497881996135,0.03860307576879859,249
18,0.02664997102903823,0.0387577295973897,253
19,0.026499292039126158,0.03984785182960331,286
20,0.025685111155485114,0.03761782614793628,252
