Epoch,Train Loss,Test Loss,Train Time (s)
1,-0.6591247015657524,-0.7091397193074226,2522
2,-0.7112906123816967,-0.7178859503716231,2424
3,-0.723999291173617,-0.7219778956025839,2365
4,-0.7295493196050326,-0.7195132529735565,2407
5,-0.73177346149683,-0.7233223808407784,2390
6,-0.7348066906948885,-0.7223279902935028,2355
7,-0.7359854331413905,-0.7291414426118136,2393
8,-0.738130827109019,-0.7286232176423073,2364
9,-0.7392287908454737,-0.7199758538603782,2460
10,-0.7401090128560861,-0.7223356543779373,2577
11,-0.7412175557851791,-0.7287778454124928,2527
12,-0.7457549108227094,-0.7317918477803469,2504
13,-0.7476945743620396,-0.7255024686753749,2252
14,-0.7489853370308877,-0.737724546983838,2105
15,-0.7491638201038042,-0.7335702093839646,2214
16,-0.7496467624147733,-0.7300349071472884,2071
17,-0.7501383947412172,-0.7263247730135918,1633
18,-0.7501831287264824,-0.7305249654352665,1574
19,-0.7527412933588028,-0.728333788305521,1584
20,-0.7540938692887624,-0.7302244558334351,1265
